id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,genericcolumn1,genericcolumn2,storageLocation,observerUid,processingStatus,duplicateQuantity,recordEnteredBy,dateEntered,dateLastModified,modified,sourcePrimaryKey-dbpk,recordId,references
109626,"NHM, London",,,PreservedSpecimen,,JLS_CM_269,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,Bhutan,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_269,urn:uuid:0d0d40f5-8032-44aa-a756-d4a2ad6e92cc,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109626
109625,"NHM, London",,,PreservedSpecimen,,JLS_CM_270,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,1898-00-00,1898,0,0,,,3.6.1898,"Meyrick Coll. B.M. 1938-290.",,,,,,,,,,,,,,,,,,India,Sikkim,,,,,0,,27.488584,88.505268,,,"27.488584, 88.505268",,,,,,1219,,,,,"4000 ft.",,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_270,urn:uuid:c0b663a2-5436-417a-861b-57988f195d7b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109625
109624,"NHM, London",,,PreservedSpecimen,,JLS_CM_271,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Faweett,,,,1895-04-00,1895,4,0,,,"April 1895","ex. Coll. Faweett, Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Sikkim,,,,,0,,27.488584,88.505268,,,"27.488584, 88.505268",,,,,,,,,,,2000,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_271,urn:uuid:3286d7d9-63be-495a-a45c-f562c82b0911,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109624
109623,"NHM, London",,,PreservedSpecimen,,JLS_CM_272,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_272,urn:uuid:3f5daf84-8172-46f0-b497-0283096d7a90,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109623
109622,"NHM, London",,,PreservedSpecimen,,JLS_CM_273,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,1893-00-00,1893,0,0,,,"Noember 1893","Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Meghalaya,,,"Cherrapunjee (Cherrapunji)",,0,,25.271657,91.730803,,,"25.271657, 91.730803",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_273,urn:uuid:5cc2da60-1259-41e8-96bb-755e51487419,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109622
109621,"NHM, London",,,PreservedSpecimen,,JLS_CM_274,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,Bhutan,,,,Buxa,,0,,26.707522,89.559873,,,"26.707522, 89.559873",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_274,urn:uuid:f755bea8-794f-48ff-ba98-dd61fddbf4bd,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109621
109620,"NHM, London",,,PreservedSpecimen,,JLS_CM_275,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,1894-05-00,1894,5,0,,,"May 1894","Ex Oberthur Coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,India,Meghalaya,,,Khasis,,0,,25.583333,91.633333,,,"25.583333, 91.633333",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_275,urn:uuid:d4af3139-2013-4131-a977-68de10fff7c7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109620
109619,"NHM, London",,,PreservedSpecimen,,JLS_CM_276,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Liddudale,,,,,,,,,,,"Joicey Bequest. Brit. Mus. 1934-120.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_276,urn:uuid:66e10a17-9a29-45bc-add0-5954059943a1,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109619
109618,"NHM, London",,,PreservedSpecimen,,JLS_CM_277,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Mowis,,,,1905-03-05,1905,3,5,64,,"March 5, 1905","Ex Oberthur Coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_277,urn:uuid:ce9d85b5-eb03-4f71-b236-24795208825c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109618
109617,"NHM, London",,,PreservedSpecimen,,JLS_CM_278,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Meghalaya,,,"Khasis Hills",,0,,25.583333,91.633333,,,"25.583333, 91.633333",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_278,urn:uuid:80cc60a9-dca3-47b5-8338-b219aa93e89a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109617
109616,"NHM, London",,,PreservedSpecimen,,JLS_CM_279,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,"W. Doherty",,,,1889-08-00,1889,8,0,,,"August 1889","Felder coll., Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,"Border of India and Burma",,,,"Naga hills",,0,,,,,,,,,,,,2134,,,,,"5500-7000 ft.",,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_279,urn:uuid:8ac20930-c0d0-4446-9a97-d467e42fd44d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109616
109615,"NHM, London",,,PreservedSpecimen,,JLS_CM_280,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Felder coll., Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Sikkim,,,,,0,,27.488584,88.505268,,,"27.488584, 88.505268",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_280,urn:uuid:f5835fe1-d0bd-4e17-9685-9d4a7f1d34e5,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109615
109614,"NHM, London",,,PreservedSpecimen,,JLS_CM_281,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,"H. Stevens",,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,"Darjeeling, Gopaldhara",,0,,26.734375,88.410268,,,"26.734375, 88.410268",,,,,,1768,,,,,"3440-5800 ft.",,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_281,urn:uuid:26bcacb9-b807-4909-a0f2-798e0fb7b105,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109614
109613,"NHM, London",,,PreservedSpecimen,,JLS_CM_282,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,"H. Stevens",,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,"Gopaldhara, Mirik",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_282,urn:uuid:5b713a3f-f8e5-4e16-bee2-553e41c70054,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109613
109612,"NHM, London",,,PreservedSpecimen,,JLS_CM_283,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Mowis,,,,,,,,,,,"Ex Oberthur Coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_283,urn:uuid:bff6e353-94ba-4ba6-8b0d-eaf77cabf24d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109612
109611,"NHM, London",,,PreservedSpecimen,,JLS_CM_284,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Mowis,,,,,,,,,,,"Ex Oberthur Coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_284,urn:uuid:ee34cad6-b129-4d2f-b82f-690a4393cf01,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109611
109610,"NHM, London",,,PreservedSpecimen,,JLS_CM_285,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Mowis,,,,,,,,,,,"Ex Oberthur Coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_285,urn:uuid:3a68543b-77e4-43ab-a103-b1cced0f40f7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109610
109609,"NHM, London",,,PreservedSpecimen,,JLS_CM_286,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Grote,,,,,,,,,,,"Agrotidar genitalia slide No.1538, E. Berio Prepar. 1673",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_286,urn:uuid:8a68d720-cff0-45de-a3f6-40056253204c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109609
109608,"NHM, London",,,PreservedSpecimen,,JLS_CM_287,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"H.J. Turner. B.M. 1949-586",,,,,,,,,,,,,,,,,,India,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_287,urn:uuid:62e3903a-25cc-47ee-ac2c-35776bcfe99b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109608
109607,"NHM, London",,,PreservedSpecimen,,JLS_CM_288,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_288,urn:uuid:a23aac0d-06b5-4f85-9328-f9bfe9f36c96,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109607
109606,"NHM, London",,,PreservedSpecimen,,JLS_CM_289,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_289,urn:uuid:7369e28e-fdf8-4202-bc01-d140bd1178c5,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109606
109605,"NHM, London",,,PreservedSpecimen,,JLS_CM_290,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Joicey Bequest. Brit. Mus. 1934-120.",,,,,,,,,,,,,,,,,,India,"Meghalaya (Assam)",,,"Khasis Hills, Nissary",,0,,25.583333,91.633333,,,"25.583333, 91.633333",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_290,urn:uuid:2c5098bb-44f7-4010-81f3-40658fb08676,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109605
109604,"NHM, London",,,PreservedSpecimen,,JLS_CM_291,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,"J.G. Pilcher",,,,1895-04-00,1895,4,0,,,"April 1895","ex. Coll. Faweett, Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Sikkim,,,,,0,,27.488584,88.505268,,,"27.488584, 88.505268",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_291,urn:uuid:538241e1-73a2-4700-baca-f13c45b5e28f,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109604
109603,"NHM, London",,,PreservedSpecimen,,JLS_CM_292,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Muller,,,,,,,,,,,"Collection H.J. Elwes. Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Sikkim,,,,,0,,27.488584,88.505268,,,"27.488584, 88.505268",,,,,,1219,,,,,"1-4000 ft.",,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_292,urn:uuid:47fcd09c-a014-409c-aa0c-374c0ae44c41,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109603
109602,"NHM, London",,,PreservedSpecimen,,JLS_CM_293,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Muller,,,,,,,,,,,"Collection H.J. Elwes. Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,India,Sikkim,,,,,0,,27.488584,88.505268,,,"27.488584, 88.505268",,,,,,1219,,,,,"1-4000 ft.",,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_293,urn:uuid:3d0414c0-5f03-40b7-a042-f811f552655e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109602
109601,"NHM, London",,,PreservedSpecimen,,JLS_CM_294,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,Mowis,,,,1905-03-05,1905,3,5,64,,"March 5, 1905","Ex Oberthur Coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,India,"West Bengal",,,Darjeeling,,0,,27.035281,88.262631,,,"27.035281, 88.262631",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_294,urn:uuid:bcc104e4-6cc6-4d3f-b5d3-aac01fca001c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109601
109600,"NHM, London",,,PreservedSpecimen,,JLS_CM_295,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,Bhutan,,,,Buxa,,0,,26.707522,89.559873,,,"26.707522, 89.559873",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_295,urn:uuid:254c0416-ef2b-4199-a691-790c2e4c564e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109600
109599,"NHM, London",,,PreservedSpecimen,,JLS_CM_296,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"H.J. Turner. B.M. 1949-586",,,,,,,,,,,,,,,,,,India,Meghalaya,,,"Khasia Hills",,0,,25.583333,91.633333,,,"25.583333, 91.633333",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_296,urn:uuid:1bb4ca06-bc6d-4591-a91b-cdf08dcd0171,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109599
109598,"NHM, London",,,PreservedSpecimen,,JLS_CM_297,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Swinhoe Coll. Brit. Mus. 1926-239.",,,,,,,,,,,,,,,,,,India,Meghalaya,,,"Khasia Hills",,0,,25.583333,91.633333,,,"25.583333, 91.633333",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_297,urn:uuid:7c9d4f3e-3e7d-45be-9a81-5eb1f99eeb3c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109598
109597,"NHM, London",,,PreservedSpecimen,,JLS_CM_298,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"T.R. Bell. B.M. 1934-394.",,,,,,,,,,,,,,,,,,"South India",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_298,urn:uuid:4eb877d8-d41c-497f-b668-b5a5c253a070,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109597
109596,"NHM, London",,,PreservedSpecimen,,JLS_CM_299,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"T.R. Bell. B.M. 1934-394.",,,,,,,,,,,,,,,,,,"South India",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_299,urn:uuid:758b075a-8e27-4dca-98a5-cc7cf8c62aa9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109596
109595,"NHM, London",,,PreservedSpecimen,,JLS_CM_300,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,1900-01-07,1900,1,7,7,,"January 7, 1900","Agrotidar genitalia slide No.1540, E. Berio Prepar. 1675, Mackwood Coll. B.M. 1927-341.",,,,,,,,,,,,,,,,,,"Sri Lanka","Central Prov.",,,Kandy,,0,,7.289063,80.633989,,,"7.289063, 80.633989",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_300,urn:uuid:27dec71f-df84-4f5f-a3e2-da9ea1cb1e96,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109595
109594,"NHM, London",,,PreservedSpecimen,,JLS_CM_301,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,June,"ex.Coll. G.C. Alston, Joicey Bequest. Brit. Mus. 1934-120.",,,,,,,,,,,,,,,,,,"Sri Lanka","Central Prov.",,,Maskeliya,,0,,6.832963,80.570948,,,"6.832963, 80.570948",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_301,urn:uuid:950e9e96-ff78-43f5-b98a-8e58391ebd01,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109594
109593,"NHM, London",,,PreservedSpecimen,,JLS_CM_302,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,"Sri Lanka (Ceylon)",,,,,,0,,7.801917,80.763512,,,"7.801917, 80.763512",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_302,urn:uuid:c3c24833-55f4-4b2e-8168-67ff59509e1a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109593
109592,"NHM, London",,,PreservedSpecimen,,JLS_CM_303,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Swinhoe Coll. Brit. Mus. 1926-239.",,,,,,,,,,,,,,,,,,"Sri Lanka (Ceylon)",,,,,,0,,7.801917,80.763512,,,"7.801917, 80.763512",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_303,urn:uuid:c2cfd607-bf86-4d1b-aefd-c947fe5b6665,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109592
109591,"NHM, London",,,PreservedSpecimen,,JLS_CM_304,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Noctuidae Brit. Mus. Slide No. 10062",,,,,,,,,,,,,,,,,,India,Maharashtra,,,"Mumbai (Bombay)",,0,,19.074569,72.879166,,,"19.074569, 72.879166",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_304,urn:uuid:04afa83f-2ee9-4b1c-855f-5cb2193dbe2a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109591
109590,"NHM, London",,,PreservedSpecimen,,JLS_CM_305,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"acq. Janson, Ex Oberthur coll. Brit. Mus. 1927-3.",,,,,,,,,,,,,,,,,,"Sri Lanka (Ceylon)",,,,,,0,,7.801917,80.763512,,,"7.801917, 80.763512",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_305,urn:uuid:81f2d4f7-a23c-455c-a254-9a414211279d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109590
109589,"NHM, London",,,PreservedSpecimen,,JLS_CM_306,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Hampson Coll. 89-129.",,,,,,,,,,,,,,,,,,India,"Tamil Nadu",,,Nilgiris,,0,,11.468474,76.734346,,,"11.468474, 76.734346",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_306,urn:uuid:3971d474-685e-47c4-b6f3-878a714bcffd,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109589
109588,"NHM, London",,,PreservedSpecimen,,JLS_CM_307,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Hampson Coll. 89-129.",,,,,,,,,,,,,,,,,,India,"Tamil Nadu",,,Nilgiris,,0,,11.468474,76.734346,,,"11.468474, 76.734346",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_307,urn:uuid:3537bc12-e49f-4956-b9e3-9051179a019d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109588
109587,"NHM, London",,,PreservedSpecimen,,JLS_CM_308,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,"S.E. China",,,,"North River",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_308,urn:uuid:48889b0f-a4d4-4195-bdbc-c0c294985cdb,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109587
109586,"NHM, London",,,PreservedSpecimen,,JLS_CM_309,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,,,,,,,,,,,,"Rothschild Bequest B.M. 1939-1.",,,,,,,,,,,,,,,,,,China,"Kwangsi Prov.",,,"Mts. Toyen-chan",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_309,urn:uuid:c7a6c242-71bb-44d4-928a-90d3bde51e0b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109586
109585,"NHM, London",,,PreservedSpecimen,,JLS_CM_310,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,"J.T. Wu",,,,1978-11-00,1978,11,0,,,"November 1978","Brit. Mus. 1981-543",,,,,,,,,,,,,,,,,,China,,,,"Canton, Wei Jung-Tsung",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_310,urn:uuid:c82aef72-6aaa-4ce5-bade-7db200545f37,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109585
109584,"NHM, London",,,PreservedSpecimen,,JLS_CM_311,,,,,,,"Calyptra minuticornis",,,,,,,,,,,,,,"E. Wahr",,,,,,,,,,,"Noctuidae Brit. Mus. Slide No. 9938, Rothschild Bequest Brit. Mus. Slide B.M. 1939-1.",,,,,,,,,,,,,,,,,,China,,,,Hong-kong,,0,,22.424135,114.14199,,,"22.424135, 114.14199",,,,,,,,,,,,,,,,,,,,,"2018-08-28 07:36:38","2018-08-28 07:36:38","2018-08-28 07:36:38",JLS_CM_311,urn:uuid:ceab3758-3fd1-4d2b-bdaf-10d71dcf6fac,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=109584
